date,Open,High,Low,Close,Volume
2018-03-29,296540.0,301518.0,296540.0,299100.0,3.0
2018-03-30,297060.0,300913.5,294590.0,297677.5,3.5
2018-03-31,297580.0,300309.0,292640.0,296255.0,4.0
2018-04-01,298100.0,299704.5,290690.0,294832.5,4.5
2018-04-02,298620.0,299100.0,288740.0,293410.0,5.0
2018-04-03,295480.0,297325.0,291885.0,296850.0,2.0
2018-04-04,291100.0,300900.0,291100.0,299850.0,4.0
2018-04-05,301410.0,304200.0,300500.0,301750.0,4.0
2018-04-06,298810.0,299750.0,290990.0,294000.0,4.0
2018-04-07,297923.3333333333,299166.6666666667,291513.3333333333,293557.0,3.6666666666666665
2018-04-08,297036.6666666666,298583.3333333334,292036.6666666666,293114.0,3.333333333333333
2018-04-09,296149.99999999994,298000.00000000006,292559.99999999994,292671.0,3.0
2018-04-10,296760.0,299500.0,296300.0,296556.0,3.0
2018-04-11,295250.0,295500.0,292690.0,293249.0,2.0
2018-04-12,295320.0,299370.0,295000.0,297021.0,3.0
2018-04-13,299200.0,299960.0,294300.0,295891.0,2.0
2018-04-14,298783.0,299937.3333333333,295066.6666666667,296321.0,2.0
2018-04-15,298366.0,299914.6666666666,295833.3333333334,296751.0,2.0
2018-04-16,297949.0,299891.99999999994,296600.00000000006,297181.0,2.0
2018-04-17,299499.0,300950.0,298590.0,298701.0,2.0
2018-04-18,300170.0,301300.0,299130.0,299205.0,1.0
2018-04-19,300000.0,302000.0,298990.0,300300.0,1.0
2018-04-20,301680.0,301680.0,298450.0,300140.0,1.0
2018-04-21,301452.6666666667,301593.3333333333,298300.0,299700.3333333333,1.3333333333333333
2018-04-22,301225.3333333334,301506.6666666666,298150.0,299260.6666666666,1.6666666666666663
2018-04-23,300998.00000000006,301419.99999999994,298000.0,298820.99999999994,2.0
2018-04-24,299600.0,300750.0,293000.0,295734.0,3.0
2018-04-25,294660.0,296010.0,291995.0,295279.0,2.0
2018-04-26,296750.0,296760.0,294400.0,295769.0,1.0
2018-04-27,295850.0,296455.0,293980.0,295995.0,1.0
2018-04-28,296200.0,296716.6666666667,292870.0,294213.3333333333,1.6666666666666663
2018-04-29,296550.0,296978.3333333334,291760.0,292431.6666666666,2.333333333333333
2018-04-30,296900.0,297240.00000000006,290650.0,290649.99999999994,3.0
2018-05-01,291150.0,292730.0,289170.0,292730.0,4.0
2018-05-02,291850.0,292400.0,289750.0,290450.0,3.0
2018-05-03,289171.0,289171.0,284850.0,287051.0,5.0
2018-05-04,288200.0,294349.0,280428.0,292600.0,7.0
2018-05-05,290373.3333333333,295399.3333333333,284852.0,293600.0,5.666666666666667
2018-05-06,292546.6666666666,296449.6666666666,289276.0,294600.0,4.333333333333334
2018-05-07,294719.99999999994,297499.99999999994,293700.0,295600.0,3.000000000000001
2018-05-08,295560.0,295770.0,292240.0,295700.0,3.0
2018-05-09,295000.0,300000.0,294950.0,299991.0,2.0
2018-05-10,300140.0,301630.0,298635.0,301630.0,3.0
2018-05-11,300300.0,303530.0,298360.0,298770.0,3.0
2018-05-12,300200.0,302596.6666666667,298273.3333333333,298580.0,2.6666666666666665
2018-05-13,300100.0,301663.3333333334,298186.6666666666,298390.0,2.333333333333333
2018-05-14,300000.0,300730.00000000006,298099.99999999994,298200.0,2.0
2018-05-15,297555.0,298155.0,294420.0,296200.0,2.0
2018-05-16,295700.0,297580.0,295000.0,296300.0,1.0
2018-05-17,296750.0,296840.0,295000.0,296440.0,1.0
2018-05-18,296440.0,296440.0,293965.0,294380.0,2.0
2018-05-19,296360.0,296885.0,294558.3333333333,295126.6666666667,2.0
2018-05-20,296280.0,297330.0,295151.6666666666,295873.3333333334,2.0
2018-05-21,296200.0,297775.0,295744.99999999994,296620.00000000006,2.0
2018-05-22,297300.0,298300.0,296006.0,296991.0,2.0
2018-05-23,296500.0,296580.0,292647.0,294400.0,3.0
2018-05-24,293980.0,294110.0,291222.0,291850.0,2.0
2018-05-25,291600.0,292370.0,290100.0,290886.0,2.0
2018-05-26,291125.0,291702.5,288475.0,289664.5,3.75
2018-05-27,290650.0,291035.0,286850.0,288443.0,5.5
2018-05-28,290175.0,290367.5,285225.0,287221.5,7.25
2018-05-29,289700.0,289700.0,283600.0,286000.0,9.0
2018-05-30,288500.0,293116.0,288300.0,292000.0,6.0
2018-05-31,291000.0,291700.0,287200.0,287200.0,4.0
2018-06-01,290080.0,291000.0,288470.0,289200.0,2.0
2018-06-02,290085.0,291026.6666666667,288313.3333333333,288800.0,2.0
2018-06-03,290090.0,291053.3333333334,288156.6666666666,288400.0,2.0
2018-06-04,290095.0,291080.00000000006,287999.99999999994,288000.0,2.0
2018-06-05,288000.0,288100.0,286200.0,286700.0,3.0
2018-06-06,287680.0,291261.0,287680.0,290722.0,3.0
2018-06-07,291900.0,294000.0,291110.0,292900.0,3.0
2018-06-08,292300.0,294540.0,291645.0,294055.0,2.0
2018-06-09,293066.6666666667,294794.0,292020.0,293626.6666666667,2.0
2018-06-10,293833.3333333334,295048.0,292395.0,293198.3333333334,2.0
2018-06-11,294600.00000000006,295302.0,292770.0,292770.00000000006,2.0
2018-06-12,293450.0,294190.0,292370.0,293005.0,2.0
2018-06-13,293100.0,294020.0,291825.0,292769.0,2.0
2018-06-14,292800.0,292800.0,288978.0,289670.0,3.0
2018-06-15,289600.0,289600.0,286200.0,287626.0,3.0
2018-06-16,288433.3333333333,289016.6666666667,286033.3333333333,287617.3333333333,2.6666666666666665
2018-06-17,287266.6666666666,288433.3333333334,285866.6666666666,287608.6666666666,2.333333333333333
2018-06-18,286099.99999999994,287850.00000000006,285699.99999999994,287599.99999999994,2.0
2018-06-19,286450.0,287164.0,284800.0,286700.0,3.0
2018-06-20,286780.0,286780.0,285000.0,285000.0,3.0
2018-06-21,285300.0,285800.0,283600.0,285000.0,5.0
2018-06-22,285900.0,287310.0,285401.0,286541.0,5.0
2018-06-23,285600.0,286775.0,284434.0,285907.3333333333,4.333333333333333
2018-06-24,285300.0,286240.0,283467.0,285273.6666666666,3.6666666666666665
2018-06-25,285000.0,285705.0,282500.0,284639.99999999994,3.0
2018-06-26,283200.0,287000.0,282400.0,284500.0,5.0
2018-06-27,284500.0,285700.0,281600.0,281600.0,6.0
2018-06-28,282950.0,285625.0,282000.0,284920.0,5.0
2018-06-29,286700.0,288080.0,282000.0,282040.0,4.0
2018-06-30,285150.0,286887.0,282016.6666666667,282626.6666666667,3.0
2018-07-01,283600.0,285694.0,282033.3333333334,283213.3333333334,2.0
2018-07-02,282050.0,284501.0,282050.00000000006,283800.00000000006,1.0
2018-07-03,284900.0,285000.0,281600.0,282000.0,1.0
2018-07-04,283650.0,284601.5,281870.0,282817.5,1.5
2018-07-05,282400.0,284203.0,282140.0,283635.0,2.0
2018-07-06,283140.0,285406.0,282840.0,283700.0,1.0
2018-07-07,283760.0,285844.0,283398.3333333333,284706.6666666667,1.0
2018-07-08,284380.0,286282.0,283956.6666666666,285713.3333333334,1.0
2018-07-09,285000.0,286720.0,284514.99999999994,286720.00000000006,1.0
2018-07-10,287499.0,287770.0,286070.0,286385.0,2.0
2018-07-11,285500.0,289500.0,285010.0,288481.0,4.0
2018-07-12,288550.0,289800.0,286161.0,288000.0,5.0
2018-07-13,288000.0,290100.0,287221.0,290000.0,6.0
2018-07-14,288266.6666666667,290373.3333333333,287747.3333333333,289666.6666666667,5.0
2018-07-15,288533.3333333334,290646.6666666666,288273.6666666666,289333.3333333334,4.0
2018-07-16,288800.00000000006,290919.99999999994,288799.99999999994,289000.00000000006,3.0
2018-07-17,289220.0,289800.0,287560.0,288500.0,2.0
2018-07-18,295060.0,304100.0,295060.0,303210.0,10.0
2018-07-19,303210.0,303549.0,298205.0,299000.0,3.0
2018-07-20,298005.0,299380.0,298005.0,299380.0,2.0
2018-07-21,298303.3333333333,300106.6666666667,298281.6666666667,299663.3333333333,3.0
2018-07-22,298601.6666666666,300833.3333333334,298558.3333333334,299946.6666666666,4.0
2018-07-23,298899.99999999994,301560.00000000006,298835.00000000006,300229.99999999994,5.0
2018-07-24,300650.0,303400.0,300400.0,300400.0,2.0
2018-07-25,300000.0,300500.0,297888.0,299816.0,2.0
2018-07-26,300300.0,302000.0,300300.0,300501.0,2.0
2018-07-27,300500.0,302749.0,300500.0,302000.0,3.0
2018-07-28,300746.6666666667,303299.3333333333,300746.6666666667,302477.3333333333,3.333333333333333
2018-07-29,300993.3333333334,303849.6666666666,300993.3333333334,302954.6666666666,3.666666666666667
2018-07-30,301240.00000000006,304399.99999999994,301240.00000000006,303431.99999999994,4.0
2018-07-31,303400.0,303400.0,301080.0,301550.0,5.0
2018-08-01,302500.0,303900.0,300770.0,301200.0,2.0
2018-08-02,300550.0,302175.0,299000.0,301160.0,2.0
2018-08-03,302300.0,304990.0,301720.0,304671.0,3.0
2018-08-04,304533.3333333333,308331.6666666667,304013.3333333333,307049.3333333333,4.333333333333333
2018-08-05,306766.6666666666,311673.3333333334,306306.6666666666,309427.6666666666,5.666666666666666
2018-08-06,308999.99999999994,315015.00000000006,308599.99999999994,311805.99999999994,6.999999999999999
2018-08-07,313950.0,317100.0,313950.0,315600.0,5.0
2018-08-08,315550.0,316599.0,314376.0,315300.0,2.0
2018-08-09,315400.0,316575.0,315000.0,315100.0,1.0
2018-08-10,313799.0,313799.0,310540.0,312000.0,2.0
2018-08-11,312932.6666666667,313449.3333333333,310354.3333333333,311410.0,2.0
2018-08-12,312066.3333333334,313099.6666666666,310168.6666666666,310820.0,2.0
2018-08-13,311200.00000000006,312749.99999999994,309982.99999999994,310230.0,2.0
2018-08-14,310745.0,312108.0,310250.0,310815.0,1.0
2018-08-15,310000.0,311300.0,308000.0,309050.0,1.0
2018-08-16,310120.0,313195.0,309950.0,313000.0,2.0
2018-08-17,312975.0,314290.0,312260.0,313465.0,2.0
2018-08-18,313138.3333333333,314705.0,312661.6666666667,313663.3333333333,1.6666666666666667
2018-08-19,313301.6666666666,315120.0,313063.3333333334,313861.6666666666,1.3333333333333337
2018-08-20,313464.99999999994,315535.0,313465.00000000006,314059.99999999994,1.0000000000000002
2018-08-21,314950.0,315600.0,313725.0,313725.0,2.0
2018-08-22,313250.0,313250.0,311960.0,312400.0,1.0
2018-08-23,312300.0,312930.0,311710.0,311983.0,1.0
2018-08-24,312150.0,313640.0,312150.0,312850.0,2.0
2018-08-25,312850.0,314926.6666666667,312850.0,313966.6666666667,2.0
2018-08-26,313550.0,316213.3333333334,313550.0,315083.3333333334,2.0
2018-08-27,314250.0,317500.00000000006,314250.0,316200.00000000006,2.0
2018-08-28,316700.0,317730.0,316110.0,317124.0,3.0
2018-08-29,317850.0,317850.0,316320.0,317505.0,2.0
2018-08-30,317000.0,317450.0,315880.0,317000.0,4.0
2018-08-31,316900.0,316900.0,315000.0,315800.0,5.0
2018-09-01,316625.0,316987.5,315000.0,316162.5,4.25
2018-09-02,316350.0,317075.0,315000.0,316525.0,3.5
2018-09-03,316075.0,317162.5,315000.0,316887.5,2.75
2018-09-04,315800.0,317250.0,315000.0,317250.0,2.0
2018-09-05,316500.0,319950.0,316123.0,319920.0,3.0
2018-09-06,318500.0,321175.0,318500.0,320035.0,4.0
2018-09-07,320000.0,322743.0,320000.0,321700.0,3.0
